Número;ID;Nome;Name;Estreia;Brilhante;Sombroso;Sombroso Brilhante;Dinamax;Dinamax Brilhante
260;0260M;Mega Swampert;Mega Swampert;03/12/2022;03/12/2022;;;;
261;0261;Poochyena;Poochyena;08/12/2017;15/02/2018;18/05/2021;03/03/2026;;
262;0262;Mightyena;Mightyena;08/12/2017;15/02/2018;18/05/2021;03/03/2026;;
263;0263;Zigzagoon;Zigzagoon;08/12/2017;15/01/2019;08/10/2024;08/10/2024;;
263;0263-01;Zigzagoon de Galar;Galarian Zigzagoon;03/06/2020;25/05/2021;;;;
263;0263-01-00-01;Zigzagoon de Galar Chapéu de Meloetta;Meloetta hat Galarian Zigzagoon;17/07/2021;17/07/2021;;;;
264;0264;Linoone;Linoone;08/12/2017;15/01/2019;08/10/2024;08/10/2024;;
264;0264-01;Linoone de Galar;Galarian Linoone;03/06/2020;25/05/2021;;;;
265;0265;Wurmple;Wurmple;08/12/2017;02/01/2020;;;;
265;0265-00-00-01;Wurmple Chapéu de festa;Party hat Wurmple;02/01/2020;02/01/2020;;;;
266;0266;Silcoon;Silcoon;08/12/2017;16/01/2020;;;;
267;0267;Beautifly;Beautifly;08/12/2017;16/01/2020;;;;
268;0268;Cascoon;Cascoon;08/12/2017;16/01/2020;;;;
269;0269;Dustox;Dustox;08/12/2017;16/01/2020;;;;
270;0270;Lotad;Lotad;21/12/2017;30/03/2019;;;;
271;0271;Lombre;Lombre;21/12/2017;30/03/2019;;;;
272;0272;Ludicolo;Ludicolo;21/12/2017;30/03/2019;;;;
273;0273;Seedot;Seedot;08/12/2017;24/05/2020;17/10/2019;18/05/2021;;
274;0274;Nuzleaf;Nuzleaf;08/12/2017;24/05/2020;17/10/2019;18/05/2021;;
275;0275;Shiftry;Shiftry;08/12/2017;24/05/2020;17/10/2019;18/05/2021;;
276;0276;Taillow;Taillow;09/02/2018;15/01/2019;15/01/2025;03/03/2026;;
277;0277;Swellow;Swellow;09/02/2018;15/01/2019;15/01/2025;03/03/2026;;
278;0278;Wingull;Wingull;09/02/2018;29/08/2018;;;;
279;0279;Pelipper;Pelipper;09/02/2018;29/08/2018;;;;
280;0280;Ralts;Ralts;08/12/2017;03/08/2019;08/08/2019;08/10/2024;10/11/2025;10/11/2025
281;0281;Kirlia;Kirlia;08/12/2017;03/08/2019;08/08/2019;08/10/2024;10/11/2025;10/11/2025
281;0281-00-00-01;Kirlia Chapéu;Hat Kirlia;02/10/2020;21/09/2021;15/11/2023;;;
282;0282;Gardevoir;Gardevoir;08/12/2017;03/08/2019;08/08/2019;08/10/2024;10/11/2025;10/11/2025
282;0282-00-00-01;Gardevoir Chapéu de Meloetta;Meloetta hat Gardevoir;17/07/2021;;;;;
282;0282M;Mega Gardevoir;Mega Gardevoir;08/02/2023;08/02/2023;;;;
283;0283;Surskit;Surskit;09/02/2018;18/02/2023;;;;
284;0284;Masquerain;Masquerain;09/02/2018;18/02/2023;;;;
285;0285;Shroomish;Shroomish;08/12/2017;04/06/2022;;;;
286;0286;Breloom;Breloom;08/12/2017;04/06/2022;;;;
287;0287;Slakoth;Slakoth;08/12/2017;08/06/2019;14/05/2025;;;
287;0287-00-00-01;Slakoth Visor;Visor Slakoth;07/06/2024;07/06/2024;;;;
288;0288;Vigoroth;Vigoroth;08/12/2017;08/06/2019;14/05/2025;;;
288;0288-00-00-01;Vigoroth Visor;Visor Vigoroth;07/06/2024;07/06/2024;;;;
289;0289;Slaking;Slaking;08/12/2017;08/06/2019;14/05/2025;;;
289;0289-00-00-01;Slaking Visor;Visor Slaking;07/06/2024;07/06/2024;;;;
290;0290;Nincada;Nincada;01/11/2018;20/03/2020;;;;
291;0291;Ninjask;Ninjask;01/11/2018;20/03/2020;;;;
292;0292;Shedinja;Shedinja;01/11/2018;01/10/2022;;;;
293;0293;Whismur;Whismur;23/01/2018;17/07/2021;24/01/2022;;;
294;0294;Loudred;Loudred;23/01/2018;17/07/2021;24/01/2022;;;
295;0295;Exploud;Exploud;23/01/2018;17/07/2021;24/01/2022;;;
296;0296;Makuhita;Makuhita;08/12/2017;01/05/2018;18/05/2021;;;
297;0297;Hariyama;Hariyama;08/12/2017;01/05/2018;18/05/2021;;;
298;0298;Azurill;Azurill;08/12/2017;18/12/2018;;;;
299;0299;Nosepass;Nosepass;23/01/2018;09/03/2021;02/02/2021;;;
300;0300;Skitty;Skitty;08/12/2017;15/05/2020;;;;
301;0301;Delcatty;Delcatty;08/12/2017;15/05/2020;;;;
302;0302;Sableye;Sableye;20/10/2017;20/10/2017;17/10/2019;14/11/2022;19/05/2025;19/05/2025
302;0302-00-00-01;Sableye Halloween;Halloween Sableye;23/10/2020;23/10/2020;;;;
302;0302M;Mega Sableye;Mega Sableye;29/06/2023;29/06/2023;;;;
303;0303;Mawile;Mawile;08/12/2017;08/12/2017;03/02/2020;03/02/2020;;
303;0303M;Mega Mawile;Mega Mawile;12/10/2024;12/10/2024;;;;
304;0304;Aron;Aron;23/01/2018;23/01/2018;02/02/2021;03/03/2026;;
305;0305;Lairon;Lairon;23/01/2018;23/01/2018;02/02/2021;03/03/2026;;
306;0306;Aggron;Aggron;23/01/2018;23/01/2018;02/02/2021;03/03/2026;;
306;0306M;Mega Aggron;Mega Aggron;16/09/2022;16/09/2022;;;;
307;0307;Meditite;Meditite;08/12/2017;01/05/2018;;;;
308;0308;Medicham;Medicham;08/12/2017;01/05/2018;;;;
308;0308M;Mega Medicham;Mega Medicham;08/03/2023;08/03/2023;;;;
309;0309;Electrike;Electrike;08/12/2017;01/09/2019;18/05/2021;;;
310;0310;Manectric;Manectric;08/12/2017;01/09/2019;18/05/2021;;;
310;0310M;Mega Manectric;Mega Manectric;16/03/2021;16/03/2021;;;;
311;0311;Plusle;Plusle;08/12/2017;14/07/2018;;;;
312;0312;Minun;Minun;08/12/2017;14/07/2018;;;;
313;0313;Volbeat;Volbeat;09/02/2018;21/04/2020;;;;
314;0314;Illumise;Illumise;09/02/2018;21/04/2020;;;;
315;0315;Roselia;Roselia;08/12/2017;30/06/2018;;;;
316;0316;Gulpin;Gulpin;08/12/2017;18/02/2023;;;;
317;0317;Swalot;Swalot;08/12/2017;18/02/2023;;;;
318;0318;Carvanha;Carvanha;21/12/2017;23/08/2019;03/02/2020;02/02/2021;;
319;0319;Sharpedo;Sharpedo;21/12/2017;23/08/2019;03/02/2020;02/02/2021;;
319;0319M;Mega Sharpedo;Mega Sharpedo;07/09/2025;07/09/2025;;;;
320;0320;Wailmer;Wailmer;21/12/2017;22/04/2018;14/11/2022;;14/07/2025;14/07/2025
321;0321;Wailord;Wailord;21/12/2017;22/04/2018;14/11/2022;;14/07/2025;14/07/2025
322;0322;Numel;Numel;23/01/2018;04/06/2022;03/04/2022;;;
323;0323;Camerupt;Camerupt;23/01/2018;04/06/2022;03/04/2022;;;
323;0323M;Mega Camerupt;Mega Camerupt;28/09/2025;28/09/2025;;;;
324;0324;Torkoal;Torkoal;23/01/2018;18/02/2023;;;;
325;0325;Spoink;Spoink;08/12/2017;04/02/2019;01/02/2023;;;
326;0326;Grumpig;Grumpig;08/12/2017;04/02/2019;01/02/2023;;;
327;0327-00-01;Spinda #1;#1 Spinda;01/10/2018;01/11/2019;;;;
327;0327-00-02;Spinda #2;#2 Spinda;01/03/2019;01/09/2020;;;;
327;0327-00-03;Spinda #3;#3 Spinda;01/09/2018;01/09/2019;;;;
327;0327-00-04;Spinda #4;#4 Spinda;01/05/2019;01/11/2020;;;;
327;0327-00-05;Spinda #5;#5 Spinda;01/01/2019;01/06/2020;;;;
327;0327-00-06;Spinda #6;#6 Spinda;01/12/2018;01/03/2020;;;;
327;0327-00-07;Spinda #7;#7 Spinda;01/11/2018;01/01/2020;;;;
327;0327-00-08;Spinda #8;#8 Spinda;01/08/2018;01/07/2019;;;;
327;0327-00-09;Spinda #9;#9 Spinda;13/02/2019;14/02/2021;;;;
328;0328;Trapinch;Trapinch;23/01/2018;12/10/2019;17/10/2019;27/03/2024;06/04/2026;06/04/2026
329;0329;Vibrava;Vibrava;23/01/2018;12/10/2019;17/10/2019;27/03/2024;06/04/2026;06/04/2026
330;0330;Flygon;Flygon;23/01/2018;12/10/2019;17/10/2019;27/03/2024;06/04/2026;06/04/2026
330;0330-00-00-01;Flygon Chapéu de Meloetta;Meloetta hat Flygon;17/07/2021;;;;;
331;0331;Cacnea;Cacnea;23/01/2018;18/02/2023;17/10/2019;27/03/2024;;
332;0332;Cacturne;Cacturne;23/01/2018;18/02/2023;17/10/2019;27/03/2024;;
333;0333;Swablu;Swablu;09/02/2018;09/02/2018;16/09/2025;03/03/2026;;
334;0334;Altaria;Altaria;09/02/2018;09/02/2018;16/09/2025;03/03/2026;;
334;0334M;Mega Altaria;Mega Altaria;15/05/2021;15/05/2021;;;;
335;0335;Zangoose;Zangoose;08/12/2017;26/09/2019;;;;
336;0336;Seviper;Seviper;08/12/2017;26/09/2019;;;;
337;0337;Lunatone;Lunatone;23/01/2018;19/03/2019;;;;
338;0338;Solrock;Solrock;23/01/2018;19/03/2019;;;;
339;0339;Barboach;Barboach;21/12/2017;23/08/2019;26/10/2023;;;
340;0340;Whiscash;Whiscash;21/12/2017;23/08/2019;26/10/2023;;;
341;0341;Corphish;Corphish;21/12/2017;13/05/2022;27/01/2024;;;
342;0342;Crawdaunt;Crawdaunt;21/12/2017;13/05/2022;27/01/2024;;;
343;0343;Baltoy;Baltoy;23/01/2018;27/03/2020;16/09/2025;;;
344;0344;Claydol;Claydol;23/01/2018;27/03/2020;16/09/2025;03/03/2026;;
345;0345;Lileep;Lileep;23/01/2018;04/06/2019;02/02/2021;08/08/2024;;
346;0346;Cradily;Cradily;23/01/2018;04/06/2019;02/02/2021;08/08/2024;;
347;0347;Anorith;Anorith;23/01/2018;04/06/2019;02/02/2021;08/08/2024;;
348;0348;Armaldo;Armaldo;23/01/2018;04/06/2019;02/02/2021;08/08/2024;;
349;0349;Feebas;Feebas;21/12/2017;19/01/2019;16/09/2025;16/09/2025;;
350;0350;Milotic;Milotic;21/12/2017;19/01/2019;16/09/2025;16/09/2025;;
351;0351-00-01;Castform Normal;Normal Castform;09/02/2018;30/03/2019;;;;
351;0351-00-02;Castform Chuvosa;Rainy Castform;09/02/2018;24/03/2021;;;;
351;0351-00-03;Castform Ensolarada;Sunny Castform;09/02/2018;01/12/2022;;;;
351;0351-00-04;Castform Nevada;Snowy Castform;09/02/2018;01/12/2022;;;;
352;0352;Kecleon;Kecleon;07/01/2023;18/02/2023;;;;
353;0353;Shuppet;Shuppet;20/10/2017;31/10/2017;17/10/2019;;;
354;0354;Banette;Banette;20/10/2017;31/10/2017;17/10/2019;;;
354;0354M;Mega Banette;Mega Banette;20/10/2022;20/10/2022;;;;
355;0355;Duskull;Duskull;20/10/2017;26/10/2017;17/10/2019;03/03/2026;;
355;0355-00-00-01;Duskull Cempasúchil;Cempasúchil Duskull;01/11/2022;01/11/2022;;;;
356;0356;Dusclops;Dusclops;20/10/2017;26/10/2017;17/10/2019;03/03/2026;;
356;0356-00-00-01;Dusclops Cempasúchil;Cempasúchil Dusclops;01/11/2022;01/11/2022;;;;
357;0357;Tropius;Tropius;09/02/2018;18/02/2023;;;;
358;0358;Chimecho;Chimecho;09/02/2018;17/07/2021;;;;
359;0359;Absol;Absol;08/12/2017;08/12/2017;24/12/2019;24/12/2019;;
359;0359-00-00-01;Absol Óculos escuros;Sunglasses Absol;27/09/2022;27/09/2022;;;;
359;0359M;Mega Absol;Mega Absol;22/10/2021;22/10/2021;;;;
360;0360;Wynaut;Wynaut;08/12/2017;22/03/2018;;;;
361;0361;Snorunt;Snorunt;21/12/2017;21/12/2017;27/01/2024;;;
362;0362;Glalie;Glalie;21/12/2017;21/12/2017;27/01/2024;;;
362;0362M;Mega Glalie;Mega Glalie;15/12/2022;15/12/2022;;;;
363;0363;Spheal;Spheal;21/12/2017;16/12/2021;02/02/2021;03/03/2026;22/12/2025;22/12/2025
363;0363-00-00-01;Spheal Natal;Holiday Spheal;16/12/2021;16/12/2021;;;;
364;0364;Sealeo;Sealeo;21/12/2017;16/12/2021;02/02/2021;03/03/2026;22/12/2025;22/12/2025
365;0365;Walrein;Walrein;21/12/2017;16/12/2021;02/02/2021;03/03/2026;22/12/2025;22/12/2025
366;0366;Clamperl;Clamperl;23/02/2019;23/02/2019;;;;
367;0367;Huntail;Huntail;23/02/2019;23/02/2019;;;;
368;0368;Gorebyss;Gorebyss;23/02/2019;23/02/2019;;;;
369;0369;Relicanth;Relicanth;21/12/2017;18/02/2023;;;;
370;0370;Luvdisc;Luvdisc;21/12/2017;13/02/2018;;;;
371;0371;Bagon;Bagon;09/02/2018;13/04/2019;24/12/2019;24/12/2019;;
372;0372;Shelgon;Shelgon;09/02/2018;13/04/2019;24/12/2019;24/12/2019;;
373;0373;Salamence;Salamence;09/02/2018;13/04/2019;24/12/2019;24/12/2019;;
373;0373M;Mega Salamence;Mega Salamence;10/01/2023;10/01/2023;;;;
374;0374;Beldum;Beldum;09/02/2018;21/10/2018;03/02/2020;03/02/2020;18/09/2024;18/09/2024
375;0375;Metang;Metang;09/02/2018;21/10/2018;03/02/2020;03/02/2020;18/09/2024;18/09/2024
376;0376;Metagross;Metagross;09/02/2018;21/10/2018;03/02/2020;03/02/2020;18/09/2024;18/09/2024
376;0376M;Mega Metagross;Mega Metagross;04/10/2025;04/10/2025;;;;
377;0377;Regirock;Regirock;16/08/2018;01/11/2019;21/06/2023;01/02/2025;20/04/2026;20/04/2026
378;0378;Regice;Regice;21/06/2018;01/11/2019;25/03/2023;07/12/2024;23/03/2026;23/03/2026
379;0379;Registeel;Registeel;19/07/2018;01/11/2019;01/02/2023;04/01/2025;;
380;0380;Latias;Latias;02/04/2018;22/02/2019;03/04/2022;02/10/2025;26/07/2025;26/07/2025
380;0380M;Mega Latias;Mega Latias;03/05/2022;03/05/2022;;;;
381;0381;Latios;Latios;02/04/2018;15/04/2019;09/07/2022;02/11/2025;26/07/2025;26/07/2025
381;0381M;Mega Latios;Mega Latios;03/05/2022;03/05/2022;;;;
382;0382;Kyogre;Kyogre;12/01/2018;07/06/2018;27/01/2024;16/08/2025;;
382;0382M;Kyogre Primitivo;Primal Kyogre;18/02/2023;18/02/2023;;;;
383;0383;Groudon;Groudon;15/12/2017;15/01/2019;27/03/2024;20/09/2025;;
383;0383M;Groudon Primitivo;Primal Groudon;18/02/2023;18/02/2023;;;;
384;0384;Rayquaza;Rayquaza;09/02/2018;31/07/2019;;;;
384;0384M;Mega Rayquaza;Mega Rayquaza;04/08/2023;04/08/2023;;;;
385;0385;Jirachi;Jirachi;13/06/2019;18/02/2023;;;;
386;0386-00-01;Deoxys Normal;Normal Forme Deoxys;01/10/2018;07/08/2020;;;;
386;0386-00-02;Deoxys Ataque;Attack Forme Deoxys;28/12/2018;19/02/2022;;;;
386;0386-00-03;Deoxys Defesa;Defense Forme Deoxys;27/03/2019;22/02/2022;;;;
386;0386-00-04;Deoxys Velocidade;Speed Forme Deoxys;01/07/2019;25/02/2022;;;;
387;0387;Turtwig;Turtwig;16/10/2018;15/09/2019;05/09/2019;;;
387;0387-00-00-01;Turtwig Boina do Lucas;Lucas's hat Turtwig;16/11/2021;16/11/2021;;;;
387;0387-00-00-02;Turtwig Touca da Dawn;Dawn's hat Turtwig;16/11/2021;16/11/2021;;;;
388;0388;Grotle;Grotle;16/10/2018;15/09/2019;05/09/2019;;;
389;0389;Torterra;Torterra;16/10/2018;15/09/2019;05/09/2019;;;
390;0390;Chimchar;Chimchar;16/10/2018;16/11/2019;27/01/2024;;;
390;0390-00-00-01;Chimchar Boina do Lucas;Lucas's hat Chimchar;16/11/2021;16/11/2021;;;;
390;0390-00-00-02;Chimchar Touca da Dawn;Dawn's hat Chimchar;16/11/2021;16/11/2021;;;;
391;0391;Monferno;Monferno;16/10/2018;16/11/2019;27/01/2024;;;
392;0392;Infernape;Infernape;16/10/2018;16/11/2019;27/01/2024;;;
393;0393;Piplup;Piplup;16/10/2018;19/01/2020;27/01/2024;;;
393;0393-00-00-01;Piplup Halloween;Halloween Piplup;15/10/2021;15/10/2021;;;;
393;0393-00-00-02;Piplup Boina do Lucas;Lucas's hat Piplup;16/11/2021;16/11/2021;;;;
393;0393-00-00-03;Piplup Touca da Dawn;Dawn's hat Piplup;16/11/2021;16/11/2021;;;;
394;0394;Prinplup;Prinplup;16/10/2018;19/01/2020;27/01/2024;;;
395;0395;Empoleon;Empoleon;16/10/2018;19/01/2020;27/01/2024;;;
396;0396;Starly;Starly;16/10/2018;17/07/2022;18/05/2021;;;
397;0397;Staravia;Staravia;16/10/2018;17/07/2022;18/05/2021;;;
398;0398;Staraptor;Staraptor;16/10/2018;17/07/2022;18/05/2021;;;
399;0399;Bidoof;Bidoof;16/10/2018;25/06/2021;25/06/2021;;;
400;0400;Bibarel;Bibarel;16/10/2018;25/06/2021;25/06/2021;;;
401;0401;Kricketot;Kricketot;16/10/2018;02/10/2020;;;;
402;0402;Kricketune;Kricketune;16/10/2018;02/10/2020;;;;
403;0403;Shinx;Shinx;16/10/2018;16/10/2018;09/07/2022;03/03/2026;;
403;0403-00-00-01;Shinx Chapéu;Hat Shinx;02/10/2020;02/10/2020;27/09/2022;;;
404;0404;Luxio;Luxio;16/10/2018;16/10/2018;09/07/2022;03/03/2026;;
405;0405;Luxray;Luxray;16/10/2018;16/10/2018;09/07/2022;03/03/2026;;
406;0406;Budew;Budew;06/11/2018;06/11/2018;;;;
407;0407;Roserade;Roserade;14/11/2018;14/11/2018;;;;
408;0408;Cranidos;Cranidos;31/01/2019;23/07/2021;26/10/2023;03/03/2026;;
409;0409;Rampardos;Rampardos;31/01/2019;23/07/2021;26/10/2023;03/03/2026;;
410;0410;Shieldon;Shieldon;31/01/2019;23/07/2021;26/10/2023;;;
411;0411;Bastiodon;Bastiodon;31/01/2019;23/07/2021;26/10/2023;;;
412;0412-00-01;Burmy Manto Vegetal;Plant Cloak Burmy;17/05/2019;05/12/2019;;;;
412;0412-00-02;Burmy Manto Arenoso;Sandy Cloak Burmy;17/05/2019;05/12/2019;;;;
412;0412-00-03;Burmy Manto de Lixo;Trash Cloak Burmy;17/05/2019;05/12/2019;;;;
413;0413-00-01;Wormadam Manto Vegetal;Plant Cloak Wormadam;17/05/2019;05/12/2019;;;;
413;0413-00-02;Wormadam Manto Arenoso;Sandy Cloak Wormadam;17/05/2019;05/12/2019;;;;
413;0413-00-03;Wormadam Manto de Lixo;Trash Cloak Wormadam;17/05/2019;05/12/2019;;;;
414;0414;Mothim;Mothim;17/05/2019;05/12/2019;;;;
415;0415;Combee;Combee;31/01/2019;22/07/2022;;;;
416;0416;Vespiquen;Vespiquen;31/01/2019;22/07/2022;;;;
417;0417;Pachirisu;Pachirisu;16/10/2018;17/02/2024;;;;
418;0418;Buizel;Buizel;06/11/2018;12/01/2021;;;;
419;0419;Floatzel;Floatzel;06/11/2018;12/01/2021;;;;
420;0420;Cherubi;Cherubi;17/05/2019;20/04/2022;;;;
421;0421-00-01;Cherrim Nublada;Overcast Form Cherrim;17/05/2019;20/04/2022;;;;
421;0421-00-02;Cherrim Solar;Sunshiny Form Cherrim;17/05/2019;20/04/2022;;;;
422;0422-00-01;Shellos Mar Leste;East Sea Shellos;17/05/2019;26/08/2023;;;;
422;0422-00-02;Shellos Mar Ocidental;West Sea Shellos;17/05/2019;26/08/2023;;;;
423;0423-00-01;Gastrodon Mar Leste;East Sea Gastrodon;17/05/2019;04/08/2023;;;;
423;0423-00-02;Gastrodon Mar Ocidental;West Sea Gastrodon;17/05/2019;;;;;
424;0424;Ambipom;Ambipom;31/01/2019;07/05/2019;01/04/2021;21/06/2022;;
425;0425;Drifloon;Drifloon;23/10/2018;23/10/2018;25/03/2023;;;
426;0426;Drifblim;Drifblim;23/10/2018;23/10/2018;25/03/2023;;;
426;0426-00-00-01;Drifblim Halloween;Halloween Drifblim;15/10/2021;15/10/2021;;;;
427;0427;Buneary;Buneary;16/10/2018;16/04/2019;;;;
427;0427-00-00-01;Buneary Coroa de flores;Flower crown Buneary;09/04/2020;09/04/2020;;;;
428;0428;Lopunny;Lopunny;16/10/2018;16/04/2019;;;;
428;0428-00-00-01;Lopunny Coroa de flores;Flower crown Lopunny;12/04/2022;12/04/2022;;;;
428;0428M;Mega Lopunny;Mega Lopunny;04/04/2021;04/04/2021;;;;
429;0429;Mismagius;Mismagius;14/11/2018;01/12/2018;03/02/2020;;;
430;0430;Honchkrow;Honchkrow;14/11/2018;14/11/2018;18/05/2021;25/03/2023;;
431;0431;Glameow;Glameow;31/01/2019;22/05/2020;21/06/2023;;;
432;0432;Purugly;Purugly;31/01/2019;22/05/2020;21/06/2023;;;
433;0433;Chingling;Chingling;18/12/2018;17/02/2024;;;;
434;0434;Stunky;Stunky;23/10/2018;17/02/2024;10/07/2020;;;
435;0435;Skuntank;Skuntank;23/10/2018;17/02/2024;10/07/2020;;;
436;0436;Bronzor;Bronzor;18/12/2018;21/05/2019;;;;
437;0437;Bronzong;Bronzong;18/12/2018;21/05/2019;;;;
438;0438;Bonsly;Bonsly;31/01/2019;05/08/2019;;;;
439;0439;Mime Jr.;Mime Jr.;26/09/2019;26/09/2019;;;;
440;0440;Happiny;Happiny;13/02/2019;14/02/2020;;;;
440;0440-00-00-01;Happiny Coroa de flores;Flower crown Happiny;04/04/2021;04/04/2021;;;;
441;0441;Chatot;Chatot;16/10/2018;17/02/2024;;;;
442;0442;Spiritomb;Spiritomb;23/10/2018;23/10/2020;;;;
443;0443;Gible;Gible;17/05/2019;16/12/2019;21/06/2023;14/05/2025;;
444;0444;Gabite;Gabite;17/05/2019;16/12/2019;21/06/2023;14/05/2025;;
445;0445;Garchomp;Garchomp;17/05/2019;16/12/2019;21/06/2023;14/05/2025;;
445;0445M;Mega Garchomp;Mega Garchomp;11/11/2023;11/11/2023;;;;
446;0446;Munchlax;Munchlax;18/12/2018;09/11/2022;;;;
447;0447;Riolu;Riolu;16/10/2018;07/02/2020;;;;
448;0448;Lucario;Lucario;16/10/2018;07/02/2020;;;;
448;0448M;Mega Lucario;Mega Lucario;27/07/2024;27/07/2024;;;;
449;0449;Hippopotas;Hippopotas;17/05/2019;07/02/2020;24/01/2022;;;
450;0450;Hippowdon;Hippowdon;17/05/2019;07/02/2020;24/01/2022;;;
451;0451;Skorupi;Skorupi;18/12/2018;06/03/2020;18/05/2021;15/01/2025;;
452;0452;Drapion;Drapion;18/12/2018;06/03/2020;18/05/2021;15/01/2025;;
453;0453;Croagunk;Croagunk;18/12/2018;01/04/2020;27/01/2024;;;
453;0453-00-00-01;Croagunk Boné de beisebol;Baseball cap Croagunk;02/10/2020;02/10/2020;;;;
454;0454;Toxicroak;Toxicroak;18/12/2018;01/04/2020;27/01/2024;;;
454;0454-00-00-01;Toxicroak Boné de beisebol;Baseball cap Toxicroak;27/09/2022;27/09/2022;;;;
455;0455;Carnivine;Carnivine;16/10/2018;17/02/2024;;;;
456;0456;Finneon;Finneon;18/12/2018;21/10/2022;;;;
457;0457;Lumineon;Lumineon;18/12/2018;21/10/2022;;;;
458;0458;Mantyke;Mantyke;18/12/2018;02/05/2023;;;;
459;0459;Snover;Snover;18/12/2018;24/12/2019;24/12/2019;;;
460;0460;Abomasnow;Abomasnow;18/12/2018;24/12/2019;24/12/2019;;;
460;0460M;Mega Abomasnow;Mega Abomasnow;01/12/2020;01/12/2020;;;;
461;0461;Weavile;Weavile;14/11/2018;25/07/2019;07/11/2019;07/11/2019;;
462;0462;Magnezone;Magnezone;17/05/2019;17/05/2019;07/11/2019;01/02/2023;;
463;0463;Lickilicky;Lickilicky;31/01/2019;15/02/2020;;;;
464;0464;Rhyperior;Rhyperior;14/11/2018;22/02/2020;26/10/2023;;;
465;0465;Tangrowth;Tangrowth;31/01/2019;25/07/2020;18/05/2021;;;
466;0466;Electivire;Electivire;14/11/2018;14/11/2018;17/10/2019;;;
466;0466-00-00-01;Electivire do Spark;Spark Electivire;02/05/2023;02/05/2023;;;;
467;0467;Magmortar;Magmortar;14/11/2018;14/11/2018;17/10/2019;;;
468;0468;Togekiss;Togekiss;14/11/2018;14/11/2018;;;;
468;0468-00-00-01;Togekiss Coroa de flores;Flower crown Togekiss;12/04/2022;12/04/2022;;;;
469;0469;Yanmega;Yanmega;31/01/2019;20/09/2019;;;;
470;0470;Leafeon;Leafeon;17/05/2019;17/05/2019;;;24/11/2025;24/11/2025
470;0470-00-00-01;Leafeon Coroa de flores;Flower crown Leafeon;17/05/2019;17/05/2019;;;;
470;0470-00-00-02;Leafeon Chapéu de Natal;Holiday hat Leafeon;23/12/2022;23/12/2022;;;;
470;0470-00-00-03;Leafeon Flores de cerejeira;Cherry blossom Leafeon;04/04/2023;04/04/2023;;;;
470;0470-00-00-04;Leafeon Explorador;Explorer Leafeon;07/10/2023;;;;;
471;0471;Glaceon;Glaceon;17/05/2019;17/05/2019;;;24/11/2025;24/11/2025
471;0471-00-00-01;Glaceon Coroa de flores;Flower crown Glaceon;17/05/2019;17/05/2019;;;;
471;0471-00-00-02;Glaceon Natal;Natal Glaceon;16/12/2021;16/12/2021;;;;
471;0471-00-00-03;Glaceon Chapéu de Natal;Holiday hat Glaceon;23/12/2022;23/12/2022;;;;
471;0471-00-00-04;Glaceon Flores de cerejeira;Cherry blossom Glaceon;04/04/2023;04/04/2023;;;;
471;0471-00-00-05;Glaceon Explorador;Explorer Glaceon;07/10/2023;;;;;
472;0472;Gliscor;Gliscor;14/11/2018;01/09/2019;10/07/2020;09/11/2021;;
473;0473;Mamoswine;Mamoswine;16/02/2019;16/02/2019;02/02/2021;03/03/2026;;
474;0474;Porygon-Z;Porygon-Z;14/11/2018;20/09/2020;07/11/2019;;;
475;0475;Gallade;Gallade;31/01/2019;03/08/2019;08/08/2019;08/10/2024;10/11/2025;10/11/2025
475;0475M;Mega Gallade;Mega Gallade;11/01/2025;;;;;
476;0476;Probopass;Probopass;17/05/2019;09/03/2021;02/02/2021;;;
477;0477;Dusknoir;Dusknoir;14/11/2018;14/11/2018;17/10/2019;03/03/2026;;
477;0477-00-00-01;Dusknoir Cempasúchil;Cempasúchil Dusknoir;01/11/2022;01/11/2022;;;;
478;0478;Froslass;Froslass;31/01/2019;31/01/2019;27/01/2024;;;
479;0479;Rotom;Rotom;17/02/2024;17/02/2024;;;;
479;0479-00-01;Rotom Lavagem;Wash Rotom;25/07/2020;29/05/2026;;;;
479;0479-00-02;Rotom Corte;Mow Rotom;01/07/2022;;;;;
479;0479-00-03;Rotom Congelante;Frost Rotom;04/08/2023;;;;;
479;0479-00-04;Rotom Calor;Heat Rotom;30/05/2024;;;;;
479;0479-00-05;Rotom Ventilador;Fan Rotom;29/05/2025;;;;;
480;0480;Uxie;Uxie;29/04/2019;14/09/2021;;;;
481;0481;Mesprit;Mesprit;29/04/2019;14/09/2021;;;;
482;0482;Azelf;Azelf;29/04/2019;14/09/2021;;;;
483;0483;Dialga;Dialga;01/03/2019;23/07/2021;14/05/2025;;;
483;0483-00-01;Dialga Origem;Origin Dialga;17/02/2024;17/02/2024;;;;
484;0484;Palkia;Palkia;29/01/2019;06/08/2021;15/01/2025;;;
484;0484-00-01;Palkia Origem;Origin Palkia;17/02/2024;17/02/2024;;;;
485;0485;Heatran;Heatran;18/12/2018;07/01/2020;08/10/2024;02/12/2025;;
486;0486;Regigigas;Regigigas;02/11/2019;17/06/2021;26/10/2023;17/05/2025;;
487;0487-00-01;Giratina Alterada;Altered Giratina;23/10/2018;23/09/2019;11/08/2025;;;
487;0487-00-02;Giratina Origem;Origin Giratina;02/04/2019;09/10/2020;;;;
488;0488;Cresselia;Cresselia;20/11/2018;27/05/2019;08/08/2024;07/11/2025;;
